id	document	label
7643	이탈리아같은 강국도 저런 빈민촌이있구나..	0
7644	아 이분은 연예기사에 나와야할것 같은;;	0
7645	데이비드 벤틀리가 은퇴후 공장 다니다가 해고 당해서 7부리그 갔다가 아스날 코치로 오는줄 알았다...	0
7646	소희짱 잘뽑던데..	0
7647	외부 충격에 의한 발화라면 배터리 불량보다 더 문제가 큰거아니냐?	0
7648	지금 임창정이 실시간 1위라는겨? 이 판국에	0
7649	갓기태 큰그림 지림	0
7650	무슨 게임때문에 지도를 반출해 OOO들	0
7651	이야.. 안민석 의원님 직접 현장을 가시다니ㄷㄷ 대단하십니다	0
7652	삭은거 봐라 저 얼굴이 33?	0
7653	폭염과 함께 누진제 개편도 바이바이?	0
7654	정신줄 놨구만	0
7655	그런데 왜 정작 수익은 애플이 삼성보다 몇배나 더 높을까?	0
7656	가족 지인 아닌사람부르고 결혼하는사람도있나ㅋㅋ	0
7657	수사가 벌써 끝나???	0
7658	고새 또 주사 맞았구나?ㅋㅋㅋ	0
7659	엄창. . . . . . . . ??	0
7660	20명만 넘겨도 교섭단체인데 뭔 실패??	0
7661	환장허것네~~~	0
7662	사연보니까 대단하시다 ....	0
7663	일본에 현대차 다니는거 봤나?	0
7664	이미 기각될거 알고 있는거 아니야?	0
7665	황선이 남편이랑 리석기가 계획 했니?	0
7666	로저스저거는 190만받고한게뭐냐	0
7667	성유리도 악플이 있나? 첨 듣네	0
7668	무서운 집안이다...	0
7669	이곳저곳 영업하고 다녔구만....	0
7670	이게 그렇게 대단한가?	0
7671	"나트륨이랑 건강 얘긴데, 왜 댓글들은 거의다 당과 비만 얘기로 가는 지?"	0
7672	박근혜식 창조 복지다....	0
7673	붕어들아 인맥사회가 아시아 국가다	0
7674	중국을 몰라도 너무 모르는군. 역사공부를 더해야돼.	0
7675	껌데 돈돼지는 결국 돈만보고 일본가는구나~~	0
7676	사도스키 서현진 ㄷㄷㄷ	0
7677	우와... 대박... 이래서 천조국 천조국 하는 구나ㄷㄷㄷ	0
7678	이렇게 다 되는데 왜 세월호때는 걷는것 조차 못 하게 한거지 ?	0
7679	여자분들이 날씨만본다고?	0
7680	퍼거슨 무패행진ㄷㄷ	0
7681	발견한게 대단	0
7682	레스터가 1월1일에 경기를했는데 1월2일에 경기를 또한다고? 뭐야	0
7683	정형외과는 우리나라에 없음??	0
7684	드레스가 워ㅎㅎㅎㅎ	0
7685	이런 녀석인지 몰랐네.	0
7686	솔직히 임팔라 후미 보고 쫌 놀랐음	0
7687	과연 슬로우 스타터라 해결한것일까?	0
7688	남산 차량 출입이 가능했었나?	0
7689	닭의 저주인가?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
7690	미쳤다 진짜 ;;메모리반도체쪽에선 거의 따라올자가 없네	0
7691	캐스터 순간적으로 이태임인줄 알았다	0
7692	헐...게임에서만 보던 오간도;;	0
7693	근데 경찰은 공건력인데 막 휘두르네요?	0
7694	페인트붓에 파란색페인트묻혀 쓱싹한거 같은데?	0
7695	나메크인도 있냐????	0
7696	히메네즈는 왜잡음 거품잔뜩낀 타자인데	0
7697	약처방하는게 자기직업이고 일인데 왜바빠서 실수를..?	0
7698	비슷한 일본은 나오는데?	0
7699	위증이 어찌 범죄가 안되는거지???	0
7700	와 멜론차트 9위네요 대단하다	0
7701	엄청난 숫자구나......근데 열정페이는 노예로 안친건가???.....그것까지 치면 나라체면에 먹칠하겠지???	0
7702	고집불통이 아직까지 용을 쓰네	0
7703	??? 드라마나 보고 있다가 빵 들어가면 되는데 뭐가 피눈물이 난다는건지;;;	0
7704	유럽은 절대 하나로 통합될 수 없다고 성경에도 비유로 나옴. 그대로 따라가니 신기할 따름.	0
7705	헉! 최순실인줄~	0
7706	원래당선안 이게 아니였는데 돈받았나	0
7707	잔인하게 살인사건 일어 나겠군요	0
7708	날더운데 웬눈?........	0
7709	우리나라사람들 인성보소 ㅉ	0
7710	백종원의 수호천사인 기자?	0
7711	웃고있어;;;	0
7712	맨날 이런거만 나오냐 이젠 ㅋㅋㅋ	0
7713	완전 미쳤구만......	0
7714	삼성 홍보실에서 보호무역에 의한 피해자로 보도지침 배포했다더니 진짜인가보네 ㄷㄷㄷ	0
7715	마동석이 아깝다고 생각이 들다니	0
7716	;; 이 련은 사법부도 건드렸네?	0
7717	기자야 FA는 오바아니냐	0
7718	태풍의 위력이 정말 대단하긴 대단하구나...	0
7719	호우문성을 발기발기 찢어버리는 갓준의 분석 ㄷㄷ 논지에서부터 칼럼의 질까지 ㅋㅋㅋ	0
7720	정말 어메이징하다 ㅋㅋㅋ	0
7721	대박 어제까지도 공사하고 있는걸 봤는데	0
7722	음 스펙은 지리네‥	0
7723	대공 타격이 특히 혁신이네...	0
7724	어머 갓양남들 도데체 뭐하는 거죠?	0
7725	태풍이나 바람불면...쫘좌작~~?	0
7726	저 기술이면 이미 멸종한 동물의 정자만 추출할 수 있으면 복원 할 수 있단거네...ㄷㄷ	0
7727	박근혜 넌 대체 정체가 뭐냐?	0
7728	진짜 그시절 텐미닛은....압도적이였다.	0
7729	이게 소나기가 아니고 장마비였어요?	0
7730	우스갯 소리로 하는 삼일한이 저 나라에선 법으로 만들어지네...ㄷㄷ	0
7731	원걸이20이가 그대단했던원걸이ㅎㅎ	0
7732	"자연과학지구인 이주후보 1순위, ‘프록시마 b’ 발견"	0
7733	경주지진 방금 레알?	0
7734	기아서 바지가랭이라도 잡앗나 왜 안가냐	0
7735	하다하다 두테르테를 칭찬하네 ㅋㅋ	0
7736	진짜 궁금한데 법적으로 애기 키우는데 깜방갈수있나요???	0
7737	실제로보니까 생각보다 작고 똥글 순하게생겼던디 그얼굴로 매날 만취해서 운전? ㅋ	0
7738	워매 이 기사 여자들 감수성 폭발한듯	0
7739	무슨암이지?.....	0
7740	워메 이게 뭔일이랴	0
7741	맨유 대체 왜온거임???	0
7742	엄마의 한계는 어디인가?	0
7743	나라가 아주 망해가는구나	0
7744	아 진짜 이렇게 못맞추는것도 대다나다	0
7745	미친 이라고 말할수밖에	0
7746	4번째사진 개쩐다...	0
7747	본인이 받아서 민망해서 그랬나???	0
7748	알면 알수록 비싸다 제주가 그렇다	0
7749	1박2일 아직도하네 자화자찬이구만	0
7750	"내 fm에서 이색히 사려면 바이아웃이 2,780억인디...절망의 가격..."	0
7751	돈이 부족한거냐?	0
7752	남자 졸나 평범남이네 역시 돈이 많아야 혀 ㅋㅋㅋㅋ	0
7753	2차 쿠데타에 대한 공포가 아니라 이슬람근본주의 국가로 바꾸려는 것!	0
7754	95억 ㅋ	0
7755	겁나 추운데...	0
7756	저게 설대교수들 수준????헐	0
7757	........???????진짠가??????	0
7758	어찌보면 브렉시트는 신의 한수일지도	0
7759	대박 하백의신부라니	0
7760	그런데 MC그리 랩은 정말 잘하는거 맞아요?	0
7761	미래의 몰카는 파리 로봇이 될것이다..	0
7762	"사람들 마스크없이 잘만다니던데, 정말 대단한거 같음"	0
7763	헐 대박 진짜 완전 깜놀	0
7764	두번째골은정말 ㅎㄷㄷ	0
7765	몇주동안에 20도를 넘나듬 ㄷㄷㄷ	0
7766	와 시간끌기 소름 ㄷㄷ	0
7767	속도에 눈먼 인간들이랑 100km이상 못밟는 김여사들 때문에 난리나겠군	0
7768	진짜야~~?사실이야~~~?	0
7769	아직도 이차 구매하는 사람들 있다며?	0
7770	공약에서 이제부턴 순수혈통 미국인만 시민권 획득 가능하다던데 인종차별 아닌지...	0
7771	주접과 꼴갑들의 양대산맥 등극 아주머니들 도대체 뭔짓들을 하신겁니까?	0
7772	와..... 흥민	0
7773	15일???????	0
7774	조선이 왠일로 이런 보도를 하지????	0
7775	그래 전진은 열심히 신화만해라 혹시나 무도에서 섭외 가도 보는 시청자들 위해서 절대 하지말고	0
7776	이거 중딩 글짓기인가했다 ㅋㅋㅋ	0
7777	이세영씨가 글도 쓰세요??	0
7778	바이러스 이름같네 ㅋㅋ	0
7779	"교체선수로 끝날것 같았는데, 주전되더니 이젠 대우까지 메이져로 바꼈네요"	0
7780	사망 기사인줄알고 한번 식겁하고 완전은퇴인줄알고 두번 식겁했네	0
7781	아수날 시즌 티켓값이 내 월급이네;	0
7782	아랍어 만점 백분위 100 표점 100...ㅋㅋㅋㅋ	0
7783	기자 사진 범인 사진인줄;;;;	0
7784	아직도 포켓몬하는사람이있네 ㄷㄷ	0
7785	미야 겁나 이쁘더만	0
7786	성동일 형님 천지호 시절 개빡친 연기 하는줄	0
7787	빡치는건 피트 아닌가??	0
7788	오오 먼가 판타지 소설과도 같은 일이 현실에서도 일어난다는게.. 신기방기함~	0
7789	강원도 대박이에요	0
7790	이현승도 30억인데 차우찬이 95억이라니 ㅋㅋㅋㅋ	0
7791	남자들도 바세린넣지않나?	0
7792	이걸반대하는놈은 또모냐!!!!ㅋㅋㅋㅋ	0
7793	진짜... 1승13패면 프로대 아마수준 아님?	0
7794	트럼프봐라 트위터 몇마디로 미국투자 일자리창출사는거	0
7795	와 마타도 아직 어리네 서른안됏구나	0
7796	간지도몰랏었네	0
7797	김태희 연상이고 나이도 있는데 더 빨리 결혼 결정하지~ 늦어진 이유가 뭘까? 5년이나 사귀나서야 확신이 들었다? 설마 임신???	0
7798	한겨울에 반팔이라~~	0
7799	아니 정진석은 왜 안빼?!!!!	0
7800	배추는 완전 깡 수준	0
7801	그세또 오후로 바뀌었군	0
7802	bj펜 무슨 축구공인줄.....	0
7803	비오는데 우산쓰고 걸어가다가 우산 뒤집어져서 쪽팔려가지고 얼른 우산 뒤집었는데 옆에 여성분은 우산과 함께하늘로 승천할것 같은 포즈 잡고 계시더라	0
7804	구르미랑 남주의 차이인듯 박보검은 떠오르는 배우고 이준기는 뭐.. 관심 가졌던 사람들도 아이유나 젊은 다른 남자 배우들 때문에 관심가진거지	0
7805	어디선 교제 4년째라고 어디선 교제 3년째라고 하고 어디가 맞는건가?	0
7806	벌써 전남편이 있을 나이냐 ㅋ	0
7807	이런애도 이렇게 버는데 지디 지코 수지 아이유 엑소 등등 잘나가는 아이돌들은 얼마를 버는거야?	0
7808	절도나 마약 도박은 두번만 해도 상습이더만우째!	0
7809	와 겁나 많이 주네	0
7810	난 왜 기자 이름을 우울한 으로 읽었지 ㅎㅎㅎ	0
7811	클린턴 대통령3명도 신기하네	0
7812	이만수가 대단하다 정말 ㄷ ㅇ ㅇ ㅇ ㄴ	0
7813	다른의미에서 진짜 대.다.나.다	0
7814	테러에 미국 난리 나겠네	0
7815	이대호 박병호는 사라졌구나	0
7816	니코프라이스는 100% 흑인인가 보이질 않네	0
7817	이젠 내리막에 도달했네요	0
7818	일본 아직도 자민당이 집권중?한번 갈아엎지않았나	0
7819	아니 왠 호수에 악어가? ㅠㅠ	0
7820	솔직히 김재호 생각보다 탐난다 ㅇㅈ?	0
7821	참 똑똑한 사람들 많네	0
7822	염감독같은분이 롯데로 오면 우승도 시킬것같은 기분은 뭐지??^^^@@@	0
7823	개인자산1조만잇어도대기업인데10조	0
7824	헐. 우리 아가 이거 썻는데......!!!!	0
7825	나가토모랑 같이 뛰는건가?ㅋ	0
7826	사실 큰 결심이지 이건!!	0
7827	아니 어째서 이게 시청률꼴찌야?	0
7828	왜 그토록 세월호를 막는이유 세월호 방사능 이라고 검색해보세요 충격받음	0
7829	베댓에 댓글 노답들많네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
7830	과학이설명할수없는이야기다 이런일이 종종발생함	0
7831	미국도 무법자들이 판치던 서부개척시대 보안관들이 총으로 질서를 확보해서 지금의 번영 기초가 닦인거지	0
7832	"자,그래서 왜 둥글죠?"	0
7833	씹선비가 저때부터 있었군	0
7834	연예인들은 왜이리 짧게 느껴지냐	0
7835	음 왜????저말을??????	0
7836	도라이들 정말 많다...	0
7837	대단해 ...알면서도 안고가는것이 쉽지않을텐데 좋은 만남하세요	0
7838	까도까도 계속나오네...	0
7839	60이 넘어서도 그렇게 인격이 안 갖춰진단 말인가???	0
7840	엥? 이거 완전 하이퍼루프 짭아니냐?	0
7841	덕배도 쫓겨낫네 잠시주춤하면 파워랭킹은 바로 바끼는군	0
7842	남미숲에서 지구산소 45%가 만들어진다고 들었던거같은데 뻥이었나	0
7843	카스 삭제한거보면 ....자작이네 ㅋㅋㅋ	0
7844	디스패치 의문의1패	0
7845	아저씨 셋이서 맥주500한잔도 못먹는모임이라니 심하게 건전한데?	0
7846	똑같은데 왜 수입해?	0
7847	1만명 선정하기도 힘들겠다 ㄷㄷㄷ	0
7848	에혀. ..우리나라 국민도 인권대우 그닥인디....뭘 어쩌라고? 열악? 우리가 더 열악한곳 많은디....어쩌라고?	0
7849	결국 현실에선 알라가.. 예수에게 무릎을 꿇는건가.. .	0
7850	슈퍼비가 떨어지니 모두들의아해 보니까 인크레더블하이그라운드간다하대 워우!	0
7851	2년 약정하면 무료..ㄷㄷㄷ	0
7852	호감댓글왜 삭제됐냐	0
7853	박용택이 말은 잘하드라	0
7854	해외진출이 나이가 걸림돌인데 기아는 100억이라니..	0
7855	왜 못떴는지 이해가 안되는 그룹이자 맴버들특히 재경	0
7856	CNN 외 다른 공신력있는 언론사들은 이번 토론에서 트럼프의 우세라고 여론조사결과를 내놓았던데??!!	0
7857	즉 일억육천만년전 이야기.	0
7858	ㅋㅋㅋ진짜 가지가지한다	0
7859	저 아이가 14살 이라는게 더 믿기지가 않는다	0
7860	통신사 관계자님 적자인 셈인다는 어느나라 셈법인가요?	0
7861	금요일에 비온다며 또 바꼈어	0
7862	이러다 오바마도 곧 트럼프가 쏴죽이거 아냐?	0
7863	오빠냐 아저씨지 나이가 몇인데 ㅡㅡ	0
7864	폭탄 녹아내려요 ㅋㅋㅋㅋㅋ	0
7865	지금 경찰추산 17만명이라고 함. 보통 경찰추산이 실제인원보다 1/4수준으로 이야기하니 지금 적어도 60만명이상은 모인거임.	0
7866	어휴 이런 나라에서 애 키우는 사람들이 정말 대단하신거다	0
7867	뭐 저런 경찰이 다있지..	0
7868	알바 인턴 공시생 다빼면 절반이상이 중소기업도 취업 못하고있음	0
7869	오늘진심 소름	0
7870	보수넘들 나라걱정하면서 이명박근혜보면 졸라 비리 많이 저지른다 그것도 메가톤급으로	0
7871	진짜 있기는 한건가?	0
7872	"really?50대로 보이는데,할머니라 굽쇼!대박~~~~~^^"	0
7873	호주 담배값이 3만원? 그래서 ?? 기자라는게 공정함이 있어야지 호주 최저임금은 얼만지아나??	0
7874	장만줄알았네요...12월말에 이렇게 비가많이오다니	0
7875	25년ㄷㄷㄷㄷ 짱이다	0
7876	최두호 맷집이 생각보다 세서 놀람 ㄷㄷ	0
7877	진짜 가짜를 떠나서 이게 왜 미인도임???? 아프리카 추장딸 같은데	0
7878	고집이 대단하네. 하긴 뭐 기업성공에 정치성공까지 안되는 게 없었으니까..	0
7879	보기만해도 아찔한데 강심장이네	0
7880	집이20 만달러뿐이 안돼?	0
7881	이세돌이 강한거구나	0
7882	검사외전은 왜 그러셨죠	0
7883	신기하네	0
7884	삼성이 쩔긴허다...	0
7885	그게 주요 등산로가 사찰 소유 땅이여서 입장료 받는 거 아님?	0
7886	........휴일이 있어???	0
7887	이거 대박상품이다.. 나오면 생활 필수품 될듯..	0
7888	놀랬잖아.....깜짝이야 ㅜㅜ 로봇얼굴이 무서움ㅠㅠ	0
7889	이브날 솔로들이 저리다 모이신건가	0
7890	순한 얼굴로 밀당할줄이야...	0
7891	무리뉴는 알바생인줄 알았는데 정규직인게 놀랍네요~	0
7892	흡연충이 또 사고쳤노	0
7893	어제 죽은 할아버지 비서까지 멋있더라	0
7894	제주에서 일본 사람들과 중국 사람들 비교하니 수준차이 행동거지하나하나 엄청 차이나더라.	0
7895	전여자친구를 왜 만나지??	0
7896	와 드뎌 200만불 벽이 깨졌군. 두산도 돈많이 쓰네	0
7897	순시리가 아직도 대한민국 서열 1위 ?ㅎ허거덩.ㅋ	0
7898	주40시간 근무 ?????????	0
7899	겁나 비싸겠네요	0
7900	와 욕하는게 예술이야 생긴대로논다 진짜 ㅋㅋㅋㅋㅋ	0
7901	PD가 아이유 연기천재라 해서 더 독이 됨....	0
7902	메갈쿤! 또 왜 심술이 난거야!	0
7903	촛불장사 10년치 한달만해 다하는구나 대박	0
7904	유리멘탈이라드만 잘버티네	0
7905	작가 천재!!!상상력 이런게 드라마지어떻게 될지 진심 궁금해?????	0
7906	대한민국을 4년동안 이끌어온 분이 이런 상황 판단을 한다는 것에 경악을 금할 수 없습니다	0
7907	젠슨 과연 다저스의 검은 송창식이라 불릴만하다	0
7908	얼마나 뒤통수치는거야? ㅋ	0
7909	와 저런대기업에서 낸 세금이 나라별로 1억도안되네	0
7910	이 색히 들이 한국 축구의 미래라니...	0
7911	트럼프가 대권반열에 오를줄이야;;	0
7912	저김밥가격은만원짜리 ㅎㄹㅎ	0
7913	연예 기사에 이렇게 남자 비율이 높은건 처음본다ㅋㅋㅋ	0
7914	지코사는 오피스텔 뛰어들어가서 뭐했을까?	0
7915	탄핵기각시 직무복귀위해 최소한의 비공식 보고헐 헐 헐	0
7916	자포자기 인지 아님 정신병으로 형량 줄일 목적인지 저런말을 하다니	0
7917	평년보다 7도 높다니 ㄷㄷㄷ	0
7918	헉 실시간 검색에 정찬우가 1위	0
7919	조카가 작년에 면허를 일주일만에 따오길래 과정들어보니까 도로주행연습을 6시간한대더라 진심충격	0
7920	일본에 개념있는 사람들 많넹	0
7921	24억이면 현역 메이저리거 싸도 될 금액이네 나 참...	0
7922	7천만대 판매 했는데 실패라고 하면 역시 무서운 중국	0
7923	진짜 의외의 조합..ㅋ	0
7924	헐 설마 이준기랑	0
7925	모여?반뻐꺼였어? 헤이야치 스타일이네	0
7926	숱한밤을 고민하며 지새웠단다 누구랑? 아직 제정신 안들어왔구나 공주마마	0
7927	왜런닝맨에 나왔던거같지?ㅋㅋㅋ	0
7928	35명 이라더니 갑자기 30명 ? 내일가면 20명?	0
7929	결국엔 벤츠가 이겻군	0
7930	3년동안 연구비가 안끊긴게 더 신기하네	0
7931	나 살다살다 벨트맨들을 볼줄이야~벨트맨 출격 개시~ㅋㅋ	0
7932	Sm이나 yg도 레이블이 그렇게 많아도 사장이나 선생님 정도인데 큐브는 회장님ㅋㅋㅋㅋㅋ	0
7933	경호대는 놀았나? 왜 기록이 없지?	0
7934	현빈 글래머 좋아하시나 보네	0
7935	중국 뭔 근자감으로 G2에 답지 않은 후진국적 외교를 펼치고 있지???	0
7936	연봉 수준이 진짜 천문학적이딘	0
7937	우와 되게 상세한 설명이다 ㅋㅋㅋㅋㅋㅋ	0
7938	청문회 시선돌리기 쩐다. 사귄지 보름밖에 안되었는데 벌써 걸림? 기레기들 돈밖고 정보 푸는구만ㅉㅉ	0
7939	ㅋㅋ 해외행이래 고민업이 있을거 같은데	0
7940	이정도면 우리 도와주는거 아닌가?	0
7941	대 단 하 다 ㅠㅠㅠ	0
7942	울처형대만카스테라오픈중에이런일이발생하다니~~우째.오픈을미뤄야되나?	0
7943	넥센에 1선발 구했네!!!	0
7944	핵소름....??.	0
7945	원숭이가 서울을 파괴하고 있어!	0
7946	우리애기는 집베란다에서 10마리 잡았던데	0
7947	펄스라고 하니 어떤 남자배우 떠오르네	0
7948	폰팔이 폰 한대 잘팔면 삼십만원까지 먹는듯	0
7949	정말 무섭다 100만 ㄷㄷㄷ;;	0
7950	아이유나오는건 뜬금없음 이순신때도 그랬고~	0
7951	벌써 레임덕?!	0
7952	와...........대박.......	0
7953	까도까도 끝이 없네!	0
7954	아직도 이런 기사님이. .?	0
7955	서해 수자원도 한류라서 그동안 불법조업 방치했나?	0
7956	 니가 인간이가.	0
7957	강아지를 때리고 유기하는것만 학대는 아닙니다!	0
7958	하여간 우리나라 교육엔 미래가 없어!!	0
7959	채널에이 군부 개인거 인증하냐 동아일보야!!	0
7960	 비싼 요금들 다 어디로 처먹는지들 ㅉㅉ	0
7961	김기춘이랑 우병우 이색히들은 공개처형시키고싶다	0
7962	닭년이 조언 구했다고 했는데 먼개소리냐	0
7963	 자백 안 해도 그동안 나온 증거만으로도 무기징역감이다!	0
7964	"청와대는 압수대상안됨,,,"	0
7965	 야 맹구들아 자그만치 천억이다	0
7966	다 조사해봐라롯데호텔 씨씨티비확인해봐라	0
7967	그게 대통령의 할일 아닌가?	0
7968	도대체얼마를쳐먹으면저렇게자연스럽게말할수있는거냐?	0
7969	 특검은 가혹하게 다스려라	0
7970	조윤선이야말로 박근혜 최순실 국정농단의 부역자야 그동안 호가호위해서 좋디?	0
7971	할수있는못땐짓은 다했구나~	0
7972	드러운 좃선tv 기사내용이네..	0
7973	 이런 뉴스 쓰지마라 공무원들 국민혈세 나랏돈 빼먹을 핑계만준다	0
7974	 걍 환불이라고해야지!!	0
7975	위증하면 너도 300여명 아이들을 죽인 살인자다.	0
7976	일본... 절대 잊지 않겠다!!	0
7977	이건 대통령이 아니라 도둑년이구만.	0
7978	미국에선 원 플러스 원도 하면서!!	0
7979	 저런 인간들이 후보라니...	0
7980	둘다 나쁜 인간들인데 패륜아집단이 더 더러운새끼들이지	0
7981	무슬림 극단주의는 암덩어리 같은 존재	0
7982	 나라를 좀먹는 일베충들이다.	0
7983	 대가리에 우동사리들었냐.	0
7984	교도소장 어떻게 좀 해야 합니다.	0
7985	 니가 죽인거야!	0
7986	감히 그네 따위랑 날 비교해?	0
7987	 악풀들 자신들 먼저 리콜해라.	0
7988	 더러워서 탄핵도 못기다리겠다.	0
7989	 아직도 저 돼지일가가 인간인줄알고 대화라는게 가능하다고 생각하는 머저리들이 있는게 놀라움.	0
7990	 꼭 벌받을겁니다 당신	0
7991	개공장을 다 폐쇄해라.	0
7992	진심 씨-발-ㅡ새-끼들...	0
7993	 요즘은 개나 소나 변호사 다 하니깐 저런 개 같은 변호사가 있군	0
7994	 그리고 미국 이민 가버려!	0
7995	호들갑 떨지 마라!!!	0
7996	 국가적인 원수!	0
7997	정부새기들아 효과없으면 다시 내려야지	0
7998	 중국산이 훨 낫겠다.	0
7999	악플만키우잖아요ㅡㅡ	0
8000	"애라이 저거 훔쳐가는 놈들 , 천벌 받는다"	0
8001	지금의 혼란이 누구때문인데?	0
8002	어쩌피 국민들은 개돼지입니다.	0
8003	 공무원 놈들이 문제~~!!!	0
8004	공무집행 방해로 그냥 싹 다 집어 쳐 넣읍시다.	0
8005	어쩌라고 그 따그로 쳐만들고 쳐 팔고 새차로 바꺼주던가	0
8006	 기자야. 펑펑 폭탄처럼 터지고 있는데 전 국민을 호구로 아나.	0
8007	폰으로 얼마나 낚을라고!	0
8008	산재로 백혈병 걸린 직원 500만원 주는건 아깝고정유라 말 몇십억원은 안아깝고.	0
8009	조만간에 니네들이 반드시 천벌을 받을 것이고 망 할것이다~!!	0
8010	이름 더럽히지 마라.	0
8011	 언론이 가장빠르네 빌어쳐먹을 깡패국가	0
8012	나라꼴이 왜이럴까?	0
8013	차우찬은 제발 낄때껴라 ...	0
8014	모두에게 공개하라 ㅡ박근혜	0
8015	 이런 쳐 죽일놈들.	0
8016	 최순실이거 빼돌린재산 국가환수 시켜서 나라 빚갚자고!!	0
8017	정현욱이 오니 최형우가 나간 것도 무슨 의미 있지 않냐?	0
8018	 일본은 위안부 사과하라 외치고 들어와라	0
8019	수조원도둑놈을 놔두면 누굴처벌할수있는가	0
8020	진짜 노답이다.	0
8021	연설문을 보니 아무생각없는것같다.	0
8022	 부모의 인성수준이나 그 아들의 반성정도가 이미 도를 지나쳤는대 저 2명이 사람이냐?...	0
8023	 북한하고 잘해봐라.	0
8024	 강화해도 시원찮을법에 감경이라니..	0
8025	지네들이 뭐라고 저딴사진을 찍냐?	0
8026	입부터 털지말고 해라!!!!	0
8027	미국 불체자 추방해라!	0
8028	기다려? 쳐맞고싶냐ㅡㅡ	0
8029	이 돌으신년 빨리좀 끌어 내릴 수 없나...	0
8030	지긋지긋하다 문제 안되는걸로 문제제기하면 본인그룹 욕먹는것도 모르고 으휴 ㅉㅉ	0
8031	누진세라도폐지해라 진짜짜증난다	0
8032	멍청한넘들 왜 박근혜를 찍었냐???????????????????????????	0
8033	노대통령 탄핵때 뒤돌아 가면서 처 웃는 꼬라지 정말 그 입을 아주 찢 고 싶을 정도다!!!	0
8034	닭근혜도 쓰레기짓한거 맞는데 막말로 역대 전권들 다들 블랙리스트식의 인사및지원했잖아...	0
8035	 이러니 범죄자들이 판치지	0
8036	"5.18, 4.19때도 당신들은 집에서 놀았을거야.."	0
8037	박군혜리 순시리 이 둘이 이렇게 해먹는게 방관만한 관료들 모두 처벌받아야지.	0
8038	십베가리새끼들 잡아다가 멱따고 싶네.	0
8039	제발 저런짓 좀 하지맙시다	0
8040	26일 청와대 처들어가서 진짜 대 ㄱㅏ리잡고 끌고나와 광화문에서 사지를 갈기갈기 찢어버려야한다	0
8041	 박빠들 도대체 니들 논리가뭐냐 ?????	0
8042	이런상태오기전 물러나야하는게 정상아닌가??	0
8043	 정말 탄핵안되면 나라 뒤집어 질 줄 알아라...	0
8044	가혹같은소리하네18....	0
8045	 그렇게 살지마라 사람쳐죽여놓고 뭐하는거냐?	0
8046	 당신때문에 고통속에 죽어간 억울한 수많은 약자들을 기억해	0
8047	그래도 나한테 그러면 안되는거 아니였어?	0
8048	아 진짜 사람 아프게 하는 쓰레기들다 뒤졌으면 좋겠다	0
8049	내가 사람같지도 않았니?응?	0
8050	 부인이 자꾸 자기 혼자 더 놀다 온다고 합니다 ㅡㅡ	0
8051	인수인계고 모고 어느날 사표 던지고 나올거같네요.	0
8052	 그냥 떨어지자니 복수하고싶네요	0
8053	또읽씹이네요	0
8054	 쓰레빠가 왠말입니까.	0
8055	 진짜 빡쳐뒤질꺼같아요	0
8056	 제가 개한테 무시당할사람이 아니라서 더더욱 화가나구요	0
8057	"그딴거 제발 ,방잡고 니네둘이해라"	0
8058	"근데 그 전여자친구가 편지를썼다는데여자친구로써 곰신으로써 뭔가 화가나네요,."	0
8059	2년다닌 회사 때려쳤습니다	0
8060	똥 싸는 걸 도대체 왜 봄?	0
8061	 제발그리고 음료수 가튼거 쏟지마세요	0
8062	순간순간 치밀어오른다	0
8063	 이런 개같은경우!	0
8064	 아빠가 맨날 잔소리에 갈구고 내가 아빠한테 무슨 말만 하면 눈감는데 그러는거 볼 때마다 화난다.	0
8065	 지금 임신 5개월 인데 그냥 이대로 죽고싶습니다.	0
8066	나치때 인간 생체실험이랑일제강점기 민중들 대상으로 한 생체실험맥락이 같은 거 이해못하냐?	0
8067	사과 필요없다니까?	0
8068	진짜 너무분합니다	0
8069	 나보다 2살 쳐 많길래 참는다	0
8070	 진짜 화나는데 이거 누가봐도 잘못한 말 맞죠?	0
8071	참고참고 다니다가 결국 그만둔다.	0
8072	 승질이 뻗쳐서 증말0	0
8073	몰카가 진짜면 큰일인데요.....	0
8074	18년동안진짜참고살았는데 나쁜놈바람이나피우고큰소리치며사니좋냐	0
8075	그 사람의 본성이다 기억해라	0
8076	 어떤식으로 전남편을 아니 그자식을 제대로 법적대응을 할수있을까요 ?	0
8077	제발 이 평화를 깨지 마시지 왜 또 지랄인지...	0
8078	 난 이렇게 힘든데 새로운사람이랑 히히덕 거리고 있을생각하니속이 뒤집어지네요	0
8079	죽여버리겠어!!	0
8080	너무나 통탄할 일이다.	0
8081	저는 화장을 하지도않고 아무것도안하는데 가방에있다는이유만으로도뺏겼어요	0
8082	그 강간범은 당시가 기억이 나지 않는다고 말합니다.	0
8083	 왜자꾸 케익을 사와!!	0
8084	다음버스 기다리면서 너무 화가나서요..	0
8085	정말 죽이고싶고 죽이고싶고 죽이고싶습니다	0
8086	제대로 이야기해보지도 않고 떠나간 남자친구에 대한 분노가 사그라들지가 않아요.	0
8087	몇시간동안 손님머리카락 한올도안보이더니꼭 뭐좀 먹으려고하면 손님들 들이닥치더라	0
