id	document	label
2606	학교 일등이 사회에서 일등아니네요	0
2607	높게 날다가 떨어졌으면 최소 사망	0
2608	부와 권력에서 지구 최강을 찍으셨네...	0
2609	그런데 이날 박사모 진짜 100만 모임?	0
2610	이게 팩트라면 애플 휴대폰 사야겠다	0
2611	이근호 정조국 문창진 여기에 마테우스 루이스 등등...공격진 ㅎㄷㄷ하네	0
2612	나달.....진짜..대단해	0
2613	아랍에들은 뭔가 좀이상해완전	0
2614	대륙 진짜 상상을 초월하네...	0
2615	은행도 파업한다던데 도대체 무슨일이야....	0
2616	ㅎㅎㅎ 그런데 미쿡사람 들 이상해..이런 사람을 왜 좋아 하지?	0
2617	천산갑이 정력에 그리 조타던데......	0
2618	신문사 거의 다 퍼진걸로 봐서 민주당에서 뿌린거 같음	0
2619	김아중이 보이네ㅡㅡ	0
2620	한국에서 인기많은거 다 알면서..기사만봐도 그날의 기억들이 새록새록하구만..ㅋㅋ	0
2621	삼시새끼 손준호 왜 안나오요?	0
2622	심판 카타르에 토토 오바승건거 아녀???	0
2623	그럼 여태 그머리는 하이모? ㅋㅋ	0
2624	이게 대한민국이다 이게바로 대한국민이라고	0
2625	돈들 많네 스마트폰도 100만원짜리 슈퍼에서 콜라 사듯이 사는거 보니	0
2626	왠지 여기 악플대글 80퍼가 알바인듯한 느낌이 드는데	0
2627	뱅옵이 우리나라 회사가 되다니 ㅎㄷㄷ	0
2628	"재밌는 사실 - 서든어택2는 게관위의 심사결과 선정성 ""무"" 사행성 ""무"" ㅋㅋ 엥 ??"	0
2629	홈페이지 이름이 뭐냐 kbc답네	0
2630	이벼여헌 눈빛연기치면 나오는데 진ㅉㅏ개쩜	0
2631	진짜 블랙핑크로 확정인겨...?	0
2632	아니 의도적으로 만진것도 아니고 실수한건데 왜이리 오버야? ㅋㅋㅋ	0
2633	이런거 보면 굳이 해외 나갈 필요없는듯	0
2634	허걱 사드가 안막아주나?	0
2635	중국인들 대단 해.	0
2636	고구려가 어마 어마 했구나	0
2637	지난 해에 범죄로 확정된 건은 15건이고 미해결된게 1700여건이면 문제 심각한거같은데	0
2638	하하가 의외로 너무 빨리 퇴근해서 당황..ㅋㅋㅋㅋㅋㅋ	0
2639	용팔이한테 눈탱이 맞은거 아니냐??	0
2640	"군대 자대배치받고 100일 휴가 나가기 전이었는데, 저 사건 터지고 100일 휴가 밀림... 다른 의미로도 끔찍한 사건이었음..."	0
2641	우와 독하네 잘하겠다	0
2642	여러분 약이 이렇게 무서운겁니다. ㅋㅋㅋ	0
2643	저것도 못하면 주차 어떻게 하실려고?	0
2644	돈슨이 이런 얘기하니 조낸 웃기네!!! ㅋㅋㅋㅋㅋ	0
2645	뭐야... 똑순이였네...	0
2646	서울대학교 나왔구나..ㄷㄷㄷ	0
2647	이거 그알에 나온 필리핀에서 아예작정하고 하는 한국사람무히 한인납치 조직 그거아님 ?? ㅡㅡ 설마 ..... ??	0
2648	나라가 이 꼬라지인데도? 살고자하네..	0
2649	아니 너네는 집도 안사고 뭐했냐	0
2650	신기하긴 해 회사에도 가장 첫 버전 제품이 없다는게	0
2651	정용화??? 미쳤구나 ㅉ	0
2652	철새도 국적이 있는 줄 오늘 처음 알았네.	0
2653	중국이 1등 아닌가요?ㅋㅋㅋㅋㅋㅋㅋ	0
2654	노트7터질때부터 알아봤어야했는데.. 흠	0
2655	어 김경숙이 모른다고 했었는데.. 아닌가	0
2656	목요일인 6일은...?????ㅡㅡ	0
2657	꽃뱀 진짜 많네 ㅋㅋㅋㅋㅋ	0
2658	아 지방은 없나?	0
2659	도대체 1승은 어떻게 한거야 ㅋㅋㅋㅋ	0
2660	3연속 맹활약 나만 3연속 맹구로 봤냐	0
2661	최순실 아부지가 김성근은 아니고???	0
2662	술마시고 혼자 빠졌나보네 여자나남자나 술좀 적당히 ㅠㅠ	0
2663	해명들으면 그런가 싶다가도 사진보면 베낀거 같다	0
2664	생선굽냐???????	0
2665	우리나라 부자랑은 뭔가 다르군	0
2666	한국에 댓글 대비 이런 시청률은 처음이다	0
2667	아까 기사 보니깐 하지원 봇물 터진다고 하던데 ;;	0
2668	우오와	0
2669	구속을 더올린다고???	0
2670	멘탈강한 박명수는 계정삭제는커녕 댓글작업 한다던데...	0
2671	미국도 미굿판?	0
2672	정리ㅡ 닭:나는 잘못없으니까 니네 맘대로 해라	0
2673	이게 므하는 짓거리지????	0
2674	팬실 불과 수 백 표 차이난다.	0
2675	망한 시즌이라 생각했는데 어느덧0.270에 19홈런..	0
2676	왠열....그 유적지가 그 곳의 수입원인지도 모르는것들	0
2677	'포켓몬 출현' 울산 간절곶 겜돌이 폐인들 하루 새 10배 몰려	0
2678	10월인데 아직 반팔입어도 될 날씨라니.. 예전에는 9월만되도 반팔입은사람 이상하게 봤는데..	0
2679	아직도 팔리는게 신기하네 정신줄없는 인간이많네. .	0
2680	"이미 소유권은 구매자한테 있는데, 일방적으로 조종해도 법적으로 문제 없나요? ... 이게 내 폰인지, 삼성 폰인지...헷갈림.;;;"	0
2681	갈곳 없는 사람들 거둬 줘 봐야 저런 짓 하는 사람 양성 하는게 되나 ?	0
2682	너무 오! 나의 귀신님 이랑 스토리가 똑캍아!!	0
2683	김고은 왜 신하균이랑 사귀지..	0
2684	65억 . 그럴만한가치가..ㅎㅎ	0
2685	댓글 찬찬히보면 교환율 70퍼 구라같은데?	0
2686	얀센은 뭐지 네덜란드득점왕 출신이라 주급이낮네...	0
2687	가인이 서인영보다 한 수 위라는건 알겠더라 윤종신한테도 할 말 다하던데 지 입장에성	0
2688	헬조센이 만들었다는게 믿기지 않는데?	0
2689	나라 곳간 다빼먹고 외국에서 호화생활?짝 ㅊ짖어 죽이고싶다	0
2690	Mom은주심이다ㅋㅋㅋㅋ 카타르최고의선수더라	0
2691	트와이스 대단하긴하구나 ....	0
2692	역시 서장훈!!! 멋짐!!!	0
2693	마지막 대통령 ㄷㄷ	0
2694	와 대박.. 1010	0
2695	루니는 시간이 거꾸로가냐	0
2696	흥미니 죽지않았네 몸값ㄷㄷ	0
2697	또 다른 주노는 경찰서에 안착............	0
2698	케이블인데????? 와~	0
2699	절대안믿어 열자로쓸필요?	0
2700	현행범을 집으로 보내다니.. 귀가 의심스럽다.	0
2701	득표율 3배가 아니라 2배 아닌가??????	0
2702	진짜 사기다	0
2703	골반 지리네	0
2704	와지는이런기사는 그냥 무시한듯 ㅋㅋㅋㅋㅋ	0
2705	댓통령만 주3일 근무제 적용했구만	0
2706	나 일년동안 벌은거 다 어디갓지..........ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
2707	근데 메시 국대에 언제 복귀했나요??	0
2708	허벅지와 가슴 ㄷㄷㄷ 춘리의 현실판이군	0
2709	3900평 헉..	0
2710	무슨 소주안주 생선이 1억이나 하냐ㅋ	0
2711	헐?10대도 아니고 70대나??	0
2712	약먹고 연기하는 줄~~느므느므 잘한다.	0
2713	이런 폭탄을 사려고 그렇게 줄서서 옘병들 했던거야?	0
2714	내 눈을 의심했다 ㄷ	0
2715	천만요정 머리가 저래 컸나.	0
2716	라인업 뭔데 좀 소름돋았음..	0
2717	"월병? 이거 어떻게 먹는거여? 이거이거 돈이들어있네. 이거 너나 먹어라.. 먹고 탈 안납니다 과장님,"	0
2718	애플이 또 마이웨이로! 근데 음질서 인정 받으면 다른 제조사서 분명 벤치마킹함	0
2719	와 선동 조진다 진짜	0
2720	영숙아 ㄸㅂㅇ 뭔 짖을 한거니..	0
2721	새벽에 좀 오는가 하더니 찔끔오고 햇볕 쨍쨍 이럼 안민망한가....?	0
2722	누가 반긴다고.. 자꾸 들어온다는 거지?	0
2723	오늘이 폭염이라고??	0
2724	언제 시작하고 언제 끝났는지	0
2725	끝이 없는 장마의 시작이었나 봐.	0
2726	이게 별풍의 힘인가? ㄷㄷ	0
2727	이슬람이라는 것을 왜 명시 안하지?	0
2728	황재균이 10번주고가네	0
2729	경호실에서 대통령 이름 알고 있는게 당연하지. 무슨 기사가 이래?	0
2730	진짜 미디어의 힘이 크긴 큼	0
2731	북한과 뭔 차이가 있나?	0
2732	태국에서 국왕 욕하면 바로 잡혀간다던데...	0
2733	프로 장기자랑러가 가요대무대엔 왜??	0
2734	"와 100만대당 24대면 불량률이 0.0024퍼 뿐이 안되는건데, 진짜 대단하다 전량회수는."	0
2735	아직 종영안했냐?	0
2736	예보대로라면 오늘부터 아니었나?	0
2737	헐 이게 뭔일이래 탈삼진존나잘잡았는데	0
2738	그간 젠틀해보이던 얼굴에서 숨겨진 악마의 얼굴이 나온 듯	0
2739	침대축구하던 시리아 없어져야한다고 하더니 진짜 없어질려하네 ㅡㅡ;	0
2740	등교가 무슨 탈북길이네 퍄퍄 어메이징 떼놈	0
2741	대다나다.....차우찬 95억....ㄷㄷㄷㄷㄷ	0
2742	하튼 아프간사태 일어난지 얼마나 뎃다고ㅉㅉㅉ	0
2743	역시 세계적인 기업이네	0
2744	너무 막 지르는거 아니야?	0
2745	리콜했는데 별 이미지 타격이 없나봐???	0
2746	조만간 대지진?	0
2747	올 시즌에 류현진은 왜?	0
2748	소름............	0
2749	헐...김성근감독한테 배웠나?	0
2750	맛이가 달라 맛이가..!	0
2751	내 아이돌도 아닌데 쿠크 와장창 깨져버려.....	0
2752	이런드라마를만드는사람이나 기사를쓰는기자는 현재이상태인가정당할려고생쇼를하는구나...	0
2753	빌보드의 정확한 분석 .스고이	0
2754	이런 변이 있나!!	0
2755	와. 엔씨가 싸게쓴거네	0
2756	왠일이지 정신이 조금드는건가.	0
2757	"태풍을 기다려보긴 처음이다.,,"	0
2758	블랙핑크가 오디가 히트?	0
2759	마네가 진짜 크긴 크구나	0
2760	이경재 : (손사래를 치며) 아침에 이 안닦았어??	0
2761	"1970년대 정치를 2014,5년에 했다 인데, 참으로 통탄스럽지 않을 수 없다. 국민을 진짜로 개,돼지로 본듯."	0
2762	노트5 의문의 1승 ㅋㅋㅋㅋ	0
2763	뮌헨인줄 알고 깜놀	0
2764	날씨 시원하니 이런 기사도 정독하게 되는군	0
2765	살인미수급 아닌가요?	0
2766	순실이 그네도 또라이지만특검저집단도 상또라이 인듯	0
2767	정말 지구상 최대의 코메디극이 김대중이의 노벨상 이었지.	0
2768	엘지는 파크 삼성은 시티 실제로 가보면 규모는 엄청차이나긴함. 진짜 파크와 시티의 차이만큼	0
2769	원빈형으로 보고 들어옴;	0
2770	정형돈이 소속사서 알바들풀었냐 ?	0
2771	하던말던 뭔상관이라고 눈에 불을키고 달려드냐	0
2772	블랙리스트???? 좀더 알아봐여. 하두 조작을 많이 해서 믿을수 있어야쥐. 언론도 검찰도 이제는 믿을수가 없네여. 국정농단 테블릿피씨 조작된거 확인되었는데 이미 고발까지 한 사안인데 이건 언제 조사하나여????	0
2773	꼴찌가 아닌게 이상할 따름	0
2774	덴마크 구치소 있을만햇나보내?	0
2775	또허용? 뭔가이상하지않냐?단어선택이 잘못 됐네....	0
2776	약한남자의 선천적힘?????????	0
2777	Wow 정말 10년뒤엔 한국 미국간 한시간이면 도착할듯	0
2778	민아가 안예쁘면 어느정도가 예쁜거임?	0
2779	"호, 7월이 코앞이군아~"	0
2780	구단 존재 자체가 모기업 광고에 한 몫을 한다는 거는 언급이 없네용. 그거 정말 큰 부분인데~~~~	0
2781	정말 세상에는 많은 정신이상자들이 있음을깨닫게된다.	0
2782	이새키는 언제갔길래 벌써나왔냐	0
2783	어느땡중 뱃속으로 들어갈까...?	0
2784	고래 이상하게 생김;;	0
2785	5월달인데 벌써 폭염인가ㅡ	0
2786	완전 핵공감 ㅠㅠㅠㅠ	0
2787	대구는 아프리카이네 35~40도 5년연속	0
2788	호날두는 종착역이 맨유 아닌가? 본인도 인터뷰에서 종종 맨유로 언젠가 돌아가고 싶다고 했는데	0
2789	몇년 전에 딱 한 번 봤는데 무슨 재미로 보는지 모르겠던데 시청률이 13%나 되네 신기하다	0
2790	개나 고양이나 연구를 맡기고 있어	0
2791	디스패치는 휴가감?	0
2792	av배우도 내한해서 팬미팅 한다는게 더 놀라운데;;;	0
2793	역차별아닌가요??????	0
2794	컨텐츠 조또없던데포켓몬이란거 하나만으로 이렇게 성공할줄이야	0
2795	정법 나올때부터 연기였나??	0
2796	이거본사람들반응-허얼?대박	0
2797	혹시 119도 나이제한 있나요??	0
2798	하루만에 옷이 바꿨네	0
2799	와..... 가방 두께봐..... 고시생인줄..	0
2800	어차피 010도 포화상태다~!	0
2801	오마이갓 ㅋㅋㅋㅋㅋㅋ	0
2802	술값이 왜이리싸노.	0
2803	W 한효주 이종석 대박!!	0
2804	와 신기하네 ㅎㅎㅎ	0
2805	김어준이 아침 뉴스공장에서 부검결과 심근경색 나올거라고 했는데 역시 ...소름	0
2806	감독이 이제야 손흥민 사용법 터득한듯	0
2807	안영미 저년도 속으론 철렁 하겠구만 ㅉㅉㅉㅉㅉㅉ	0
2808	헐 대박! 진짜 잘어울렸는데!	0
2809	헐 ㅠㅠ 우째 이런일이 생기냐......	0
2810	헐...........여주는 좀...	0
2811	헉..독일도.. 무섭다	0
2812	이런...이럴수가...	0
2813	이분도 뒤에서 무당이 조종 하는듯..	0
2814	아놔 이 개노잼방송 또 하네	0
2815	진심 조니뎁인줄ㅋㅋㅋㅋㅋ	0
2816	왜 외국인이라고 생각하지?	0
2817	나만 탑이 불편했나...	0
2818	오래 출연하면 대상 주나요? ? 대상감은 아닌데	0
2819	장시환은요?????	0
2820	Jtbc막장이네 ㅋㅋㅋㅋㅋㅋㅋ	0
2821	국민성이 얼마나 후졌음 경찰을 치고 달아나냐~	0
2822	정녕 이게 사실이더냐?	0
2823	제 정신맞나?	0
2824	장난이 심했다....	0
2825	우와..진짜 그대로다..20년 세월 다 소용없네..나이는 카운트만 되는건가 ㅎ	0
2826	근데 의외로 뚱뚱한 사람들이 없음 ㅋ	0
2827	빤스 라도 내리라는 줄.. 알았네..	0
2828	귀성길이 정체되도 광주는 폭동이다	0
2829	이말년의 선견지명!	0
2830	머리잘썼네	0
2831	이걸 따로 학원가서 배운다고? 헐	0
2832	미쳤다 나쁜놈들 ㄷㄷㄷ	0
2833	교육열이 대단하네	0
2834	자살시도에 성폭행까지 인생이 파란만장하구나	0
2835	법제정 할 정도라면 일본에서 한국을 엄청나게 형오하고 있다는 거군.	0
2836	뭐 이런 시끼가 다있냨ㅋㅋㅋㅋ	0
2837	오늘 방송에 치어업헌재가 탄핵반대 높아 싸이트 폐쇄했다하네요.ㅠㅠ	0
2838	얼굴 화장한 거냐???	0
2839	얼굴만 보면 어떻게 배우가 됐을까 의문	0
2840	역시 한미동맹은 일회용이엇어 ㅋㅋ	0
2841	이사람 롯데있을때도 잘던졌었나???	0
2842	이 누나는 솔까 갈수록 젊어지는거 같아 ㅋㅋ	0
2843	기태 감독감이 아니다	0
2844	비라니 이게 뭔 일이여...	0
2845	중국은 윗대가리뿐만 아니라 밑에있는 애들도 정상이 아니구나	0
2846	리포터 다좋은데 왜 이름이 새누리당이냐?	0
2847	그런데 초코파이는 아직도 그대로 있는 건지.	0
2848	이현승이랑 재계약??	0
2849	ㅋㅋㅋ 도대체 뭔 집단인지 컨셉을 모르겠네	0
2850	키쓰신볼때 숨멎을뻔	0
2851	속초살면서 나가보니 엄청난 사람들이 포켓몬을 잡으로 다니는 모습에 놀랐네요~0.0	0
2852	근데 비와이랩퍼가 선배?	0
2853	뒤질랜드인줄 알았네..	0
2854	개리 선견지명 지렸다....	0
2855	토끼 가면 진짜 잘만들었다	0
2856	비도 안왔는데 뭐가 막바지?	0
2857	유치원 제 정신인긴?	0
2858	임창정이171이고 여친이176임..	0
2859	저게 휴대폰 사진이라고??	0
2860	삼성이 어쩌다 이리됐누..	0
2861	Vip고객님이라고 보험료무료던데	0
2862	대기업의 충실한 개노릇 대단하다 썩어빠진 인간	0
2863	동공 지진...	0
2864	저런것이 대통이라니?	0
2865	원자행 판례의 주인공이 조형기였다니 ㅋㅋ	0
2866	Snl 이세영 말하는줄	0
2867	헐진짜 여친이엿구나	0
2868	헐~~ 200키로 미국을 감히 어떤 나라가 따라가겠나?	0
2869	순실이라고 ????	0
2870	메이저가 세긴센가보다 한국에선 직구우ㅣ주로햇는데 메이저에선 절반이 변화구네	0
2871	이와중에 이용규 삼진 숫자도 빛나네.. 맞추는 실력 하나는 정말짱인듯..	0
2872	팀 그 이상의 선수	0
2873	여성부 대단합니다. 요즘에는 세금으로 무슨 뻘짓하고 있을려나	0
2874	편집된 부분에 그런내용이 있었네요	0
2875	난 평생 벌어도 4억 9천만원 못 벌거야.......	0
2876	그니ㅏ 누가 이런걸 돈주고사냐 ㅋㅋㅋㅋㅋㅋ	0
2877	와 국민투표를 하네 ㅋㅋㅋ 개한민국에선 상상할수 없는 일이네	0
2878	특혜 없었다던 총장은??	0
2879	서울에 20년 넘게 살면서저런게 있는지도 몰랐네 신기하다	0
2880	90도 폴더인사할정도로 힘이 넘치는애가 힘없다고 짝다리???	0
2881	와 근데 진짜 대단하다. 보통 사람들이면 한달은 커녕 일주일도 못 버틸텐데	0
2882	나 도깨비한테 홀린거 같다	0
2883	10년전쯤 칼클 들었었는데 잼났었는데 지금도 써든이 존재하는구나	0
2884	요즘 재방보면 안보이길래 이미 하차한줄알았는데	0
2885	150억;;;;;;;;;;;;;	0
2886	도대체 어느 정도가 돼야 혁신적이 되는걸까..	0
2887	칠레가 이태리보다 살기좋은 나라였다니.......	0
2888	희안하네 분명히 힐러리가 이겻는데 ?	0
2889	김재호가 또 이걸?	0
2890	골킵 17세 ㄷㄷ ㄷ	0
2891	내 평생 탄핵되는걸 보겠네 ㅋㅋㅋ	0
2892	비싼 용병이 비싼 fa보다 훨씬 확율 높다	0
2893	손흥민은 왜 없음???	0
2894	오피셜!???? 대박이네 드디어 케리형ㄷㄷㄷ	0
2895	상산고면 수재들만 모인 곳이네	0
2896	체프먼 양키 이적했는데도 백악관행사 같이 참여했네 오	0
2897	의사들은 원래 이렇게 건강보조제 많이 먹남?	0
2898	슬리피급도 먹고 살기 힘든가...?	0
2899	상남자 무슬림들이 게이클럽왔다가 충격먹고 총쏜듯	0
2900	제발 묻지마 살인은 유흥가에서만 해라	0
2901	초3 울딸이 이완영의 질문에 웃음을 터트리네ㅋ	0
2902	역시 연설은 짱	0
2903	여기 북미에서는 유치원생들도 안하는 저걸 아직 하는 사람들이 있구나..	0
2904	여기도 기자가 여자네	0
2905	사진만보고 롯데 감독 한다는 줄 알았네.	0
2906	자연의 힘은 인간의 능력을 초월하지 ㅠㅠ	0
2907	160 ㄷㄷㄷ 지리네	0
2908	부킹갔는데..셋이 룸안에 있다면? 여자라면 어떤 반응일까?	0
2909	냉동 원숭이????	0
2910	이런판국에 앨범을 내다니..	0
2911	처음 아이폰나왔을때 와이파이가 이렇게 넘쳤던가?? 이용자가 많아지면 전국에 쫙깔리는건 순식간이다	0
2912	땅보러 다닌놈하고는 차원이 다르구만 ^^~!	0
2913	와 연봉 300억 미쳤다ㄷㄷ	0
2914	대반전ㅋㅋㅋㅋㅋㅋㅋ	0
2915	박영선은 호빠 고영태랑 무슨 관계????	0
2916	인공 피부산업이미래 유망업종이네	0
2917	설마- 한달에 24건 아닌가;	0
2918	유전자의 위대함이란..	0
2919	닭 살처분??	0
2920	엊저녁에 개천다리를건너는데 평소안면잇는 얼룩누렁이길냥이가 나타나 다리가운데서 우뚝서서꼬리를 세우고머라옹알 거리더니 얼마후..	0
2921	연기 전문가들 엄청나구만 ㅉㅉㅉ	0
2922	얼굴 훅갔네 ㅈ	0
2923	그 때는 일이 이렇게될줄몰랐는데 일이터지고나니까 별시덥잖은것도 큰문제가되네!!!????	0
2924	세상에 소름돋았다.	0
2925	도대체 역습상황에서 왜 빽패스 하는거지??	0
2926	9살...이요...?	0
2927	총이면 흉기인데 흉기로 폭행하다가 자살로 몰았는데 겨우?	0
2928	벌근 50만원?? 장난하냐	0
2929	타팀갈꺼나봐!!!!	0
2930	벌써부터 에어컨 틀어야 되나?	0
2931	와 댓글이 남성보다 높네 ㅋㅋㅋㅋㅋ	0
2932	삼성이 져서 아쉽지만 지크의 호투는 정말 인상적이고 위력적이었다.	0
2933	저얼굴이 21살이라니....	0
2934	우리나라였음 조선족 베트공 등 이놈들눈에 뛰었으면 통구이되었을걸	0
2935	ㅋㅋㅋ 대통령이 말한번 잘못하니까 우후죽순 풍자의대상이 되네	0
2936	18년전 151만원이면 엄청난 돈이였다	0
2937	눈이 시뻘거타	0
2938	와 안본사이에 많이 컸네	0
2939	세상에 학생을 때리다니 진짜 저질이에요	0
2940	머지 이 뜬금포는?? 소노민을 군대스리가로 보내겠다는 작정인가?	0
2941	와우충격......부상만아니였어도. 20승도가능했을투수인디. 아깝네	0
2942	"2명이면김광현,차우찬인가"	0
2943	우와~ 벌써 내년까지 다 구상이 끝났다니 대단하네요	0
2944	김진명은 깡이 좋은 작가다. 나 같음 무서워서 못 씀. ㄷㄷ	0
2945	댓글 남자가 81% ㄷㄷㄷㄷㄷ	0
2946	축소 발표 오지구요~	0
2947	보..봉선아.. 코 왜그래? 코 아파?	0
2948	맛있는거먹었나?	0
2949	피해의식있는 애들 왜케 많냐 일단 나부터	0
2950	총도 없는놈이 우범곤 조승희 뺨치는 킬수 올렸네 ㄷㄷㄷㄷ ㅁㅊ다	0
2951	까면 깔수록 이런 인갈 말종은 첨본다. 치킨박	0
2952	내일은 무슨 내일을 어케 알어	0
2953	빌보드가 인정하는 방탄 클라스	0
2954	솔직히 관심없지만... 10년 지났다고 ??? 진짜 빠르네	0
2955	일반인이 어떻게 다숙지를...	0
2956	이런데서도 변명을 할수있다니 어찌보면 대단하네	0
2957	전북의 한 고속버스 회사?	0
2958	상판떼기 놀부같이 생긴사람이 대통령 후보라니 ...헐~	0
2959	50 만원짜리가 보급형????	0
2960	여자가 운전하는것도 위험한데 술먹은 여자가 운전? 으아아아	0
2961	박근혜는 도대체 얼마나 강심장인거야..	0
2962	지폐에는 비스페놀 안나오나요???	0
2963	헉 결혼했었군...	0
2964	제2의 서울지하철 사고나올뻔했네	0
2965	끝까지오리발정말대단한뇨자다	0
2966	누가 내 이야기하냐?	0
2967	와 강원진짜 대박이네...단장 능력오지네	0
2968	솔직히 두골 전부 지렸다우리나라에 저렇게 골 넣는 선수는없다	0
2969	권용관이 나왔는데?미친 노인네는 용관이가 핵결해줄꺼라 생각했나요??	0
2970	진짜소름이다소름와22	0
2971	"김현아는 나가는디, 신보라는 뭣땀시 버티능겨?"	0
2972	웬일로 오늘 북한 댓글부대가 일 안하나봄?	0
2973	사진으로 보니까 좌타자네	0
2974	은근슬쩍 양세형은 머냐??	0
2975	아래사진 꼬마애 누워있는거 보고 깜놀	0
2976	난 김종국 별로 안나와서 우승할줄 알았다	0
2977	여기저기서 등골빼먹네ㄷㄷㄷ	0
2978	악마가 대통년이었다는 놀라운 사실	0
2979	만약에 국내서만 저런일이 일어났다면 과연?	0
2980	역시 꼴통당!대단해!!!	0
2981	새로운분야에서 인정받는게 정말 대단합니다.	0
2982	음란마귀가 끼었나 제목 다시한번 쳐다보게 되었네	0
2983	어려워서 기권 20표 이상 나오겠는데? ㅋㅋㅋ	0
2984	미쳤다.. 요즘왜그런데..	0
2985	혜리 20살 때 36살 토니안이랑 사귐..	0
2986	비와이 다른 회사 안들어가는거 보면 씨잼 젓뮤 계약 끝나는데로 둘이 레이블 차릴꺼 같음.....	0
2987	장난으로 한얘기 같은데 반응ㅋㅋㅋ.. 무섭네	0
2988	2월달아니였음...?? 축하드려요!!	0
2989	3초에 짱깨 한그릇~!!!	0
2990	외국에서는 이거 보고 난리났던데..ㄷㄷ	0
2991	크리스마스에 맞춰 892만 ㄷㄷㄷ	0
2992	히트한거라곤 런닝맨 뿐인 송지효가 무슨 배우?	0
2993	가가가가가.... 니 실력이면 연대는 커녕 돈만주면 들어가는 지방잡대도 힘든데?	0
2994	네..? 4시간이면 울산에서 원주가는데요..5시간이면 서울가요..	0
2995	어제 재미없었는데 희한하네	0
2996	황선홍 왜 구속?	0
2997	지가 삥뜯던건 생각 안하고 일진한테 맞으니 맞았다고 생색내는건가	0
2998	조윤선 오은미 둘중 누가 날까. 도진개진 막상막하	0
2999	우리나라에서 '표절'은 죄의식 가질 필요 없는것?	0
3000	훌륭하다!!!!!!!	0
3001	언제부터 징계가 휴식이었냐 ㅋㅋㅋㅋㅋㅋ	0
3002	야신: 윤길현의 진심을 느꼈다	0
3003	사생활이 어떻길래...?	0
3004	"명박이 검찰인거야, 야당검찰인거야?"	0
3005	스타크 부관이 왜 저기있지?	0
3006	헐 코 복붙인줄	0
3007	중국대단하다	0
3008	와;; 오바마 태클 한방에 무력화시키네 ㅋㅋㅋㅋㅋ	0
3009	장맛비가 비 조금으로 바뀌었네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
3010	진짜 연기 잘하더라 최근 악역중에서 단연 돗보이더라	0
3011	만화 메이저 보다 더괴물이네역대급 선수 인정	0
3012	왜 노트북으로 게임하지? 노이해 ㅇㅅㅇ;; 놋북은 이동 편의성이지. 겜할라고 무겁고 크게 만들면 ㅇㅅㅇ;;;	0
3013	간신은 은탁?	0
3014	괴체ㅋ 진짜 지금도 잘 슬라나?	0
3015	ㅋㅋㅋㅋ 실력에 비즈니스 머리까지	0
3016	끔찍한사건이넹 ㅠ	0
3017	사이테스에 등재되겠네요 ㅋㅋㅋㅋ	0
3018	이승엽은 안티가 없는 선스다 대단....ㄷㄷ	0
3019	대단하다 손흥민... 제발 부상은 안생기도록.. 화이팅!!	0
3020	아...효진언니... 곧 개봉한다는 영화가 이거였어요?	0
3021	쥬라기월드가 현실화하는건 아닌가싶다	0
3022	진정 방부제 외모!!!어쩜 이리 옛날 그대로냐	0
3023	헐 군대 가라~~	0
3024	짚신도 짝이 있다는데.설마 ?	0
3025	우주는 신비하고 너무 궁금하다	0
3026	뜬금없지만 기상 캐스터가 필요한 직업이야 근데?	0
3027	꾸준히 그래왔다니 대단하다bb	0
3028	볼튼 멤버 아니었냐?	0
3029	우리나라는 무슨 의사들이 이리 많냐	0
3030	얘 등록했으면 큰일 날뻔했네	0
3031	미친...저런거 해도 되는거?	0
3032	얘 빠지고 소유들어가나봄 ㄷㄷ 소유 3대천왕찍던데...	0
3033	이야... 지민이 여돌 사이에서도 인기 ㅎㄷㄷ 한가보구나~~	0
3034	적과의 동침이 가져온 결과 혹시?	0
3035	아직도 있었네 .	0
3036	짱개는 뭘 해도 클라스가 다르다	0
3037	내년이면 마법사가 되는 내가 막아주마.	0
3038	뻥 안치고 이준기랑 썸 타는거 같은 느낌이 들더니 진짜 헤어져ㅛㅔ	0
3039	샘송의 몰락..이정도되면 애플에서 손쓴거아니냐	0
3040	동공지진 대박이엇음 ㅋㅋ	0
3041	노트7 폭발해서 나 죽으면 삼성에서 가족한테 보상금 많이 챙겨줄라나	0
3042	헐 30대였어 신인이라 어린줄알았는데 데뷔가 늦었네	0
3043	세상이 이런 사람들이 넘쳐난다는게 신기할 따름이다	0
3044	김해에서 인천이라니;;;;;;;	0
3045	올해우승했으니 당연히 내년에 갈줄알았는데 아니었네...	0
3046	아니 두번째 여자 가...가스...ㅁ..아..... 세상에..	0
3047	바람불면 촛불을 번지기 마련이다.	0
3048	옛날에 버린 자식이 아닐까하는 생각이 없지 않아 있습니다요	0
3049	일본야구만화 끝판왕이네.	0
3050	히트다히트 히트다잉	0
3051	음... 광주는??	0
3052	황금폰 터지고 헤어졌다더니 진짜구나	0
3053	근데 다들 주사를 맞았다고 하는데 얼굴들이 왜그래요?	0
3054	삼성 기업이기주의 결정체	0
3055	그낭 짱돌인데 갑자기 운석 취급받은거겠지	0
3056	그냥 재미교포를 대체 왜 그렇게 말한건지? ㅋㅋㅋ	0
3057	그럼 유재석은 뭔데??	0
